Initial Investment:		1
Recurring Monthly Investment:	1
Start Month:			1
Start Year:			1
End Month:			12
End Year:			10000
Annual Rate of Return (%):	1
--- Output ---
72.07) 859/1254/395/31.52%
72.08) 860/1256/396/31.55%
72.09) 861/1258/397/31.58%
72.10) 862/1260/398/31.61%
72.11) 863/1263/400/31.65%
72.12) 864/1265/401/31.68%
73.01) 865/1267/402/31.71%
73.02) 866/1269/403/31.74%
73.03) 867/1271/404/31.77%
73.04) 868/1273/405/31.8%
73.05) 869/1275/406/31.84%
73.06) 870/1277/407/31.87%
73.07) 871/1279/408/31.9%
73.08) 872/1281/409/31.93%
73.09) 873/1283/410/31.96%
73.10) 874/1285/411/31.99%
73.11) 875/1287/412/32.03%
73.12) 876/1289/413/32.06%
74.01) 877/1291/414/32.09%
74.02) 878/1293/415/32.12%
74.03) 879/1296/417/32.15%
74.04) 880/1298/418/32.19%
74.05) 881/1300/419/32.22%
74.06) 882/1302/420/32.25%
74.07) 883/1304/421/32.28%
74.08) 884/1306/422/32.31%
74.09) 885/1308/423/32.34%
74.10) 886/1310/424/32.37%
74.11) 887/1312/425/32.41%
74.12) 888/1314/426/32.44%
75.01) 889/1316/427/32.47%
75.02) 890/1319/429/32.5%
75.03) 891/1321/430/32.53%
75.04) 892/1323/431/32.56%
75.05) 893/1325/432/32.6%
75.06) 894/1327/433/32.63%
75.07) 895/1329/434/32.66%
75.08) 896/1331/435/32.69%
75.09) 897/1333/436/32.72%
75.10) 898/1335/437/32.75%
75.11) 899/1337/438/32.78%
75.12) 900/1340/440/32.82%
76.01) 901/1342/441/32.85%
76.02) 902/1344/442/32.88%
76.03) 903/1346/443/32.91%
76.04) 904/1348/444/32.94%
76.05) 905/1350/445/32.97%
76.06) 906/1352/446/33%
76.07) 907/1354/447/33.04%
76.08) 908/1357/449/33.07%
76.09) 909/1359/450/33.1%
76.10) 910/1361/451/33.13%
76.11) 911/1363/452/33.16%
76.12) 912/1365/453/33.19%
77.01) 913/1367/454/33.22%
77.02) 914/1369/455/33.26%
77.03) 915/1372/457/33.29%
77.04) 916/1374/458/33.32%
77.05) 917/1376/459/33.35%
77.06) 918/1378/460/33.38%
77.07) 919/1380/461/33.41%
77.08) 920/1382/462/33.44%
77.09) 921/1384/463/33.47%
77.10) 922/1387/465/33.51%
77.11) 923/1389/466/33.54%
77.12) 924/1391/467/33.57%
78.01) 925/1393/468/33.6%
78.02) 926/1395/469/33.63%
78.03) 927/1397/470/33.66%
78.04) 928/1400/472/33.69%
78.05) 929/1402/473/33.72%
78.06) 930/1404/474/33.75%
78.07) 931/1406/475/33.79%
78.08) 932/1408/476/33.82%
78.09) 933/1410/477/33.85%
78.10) 934/1413/479/33.88%
78.11) 935/1415/480/33.91%
78.12) 936/1417/481/33.94%
79.01) 937/1419/482/33.97%
79.02) 938/1421/483/34%
79.03) 939/1423/484/34.03%
79.04) 940/1426/486/34.07%
79.05) 941/1428/487/34.1%
79.06) 942/1430/488/34.13%
79.07) 943/1432/489/34.16%
79.08) 944/1434/490/34.19%
79.09) 945/1437/492/34.22%
79.10) 946/1439/493/34.25%
79.11) 947/1441/494/34.28%
79.12) 948/1443/495/34.31%
80.01) 949/1445/496/34.34%
80.02) 950/1448/498/34.37%
80.03) 951/1450/499/34.41%
80.04) 952/1452/500/34.44%
80.05) 953/1454/501/34.47%
80.06) 954/1456/502/34.5%
80.07) 955/1459/504/34.53%
80.08) 956/1461/505/34.56%
80.09) 957/1463/506/34.59%
80.10) 958/1465/507/34.62%
80.11) 959/1468/509/34.65%
80.12) 960/1470/510/34.68%
81.01) 961/1472/511/34.71%
81.02) 962/1474/512/34.74%
81.03) 963/1476/513/34.78%
81.04) 964/1479/515/34.81%
81.05) 965/1481/516/34.84%
81.06) 966/1483/517/34.87%
81.07) 967/1485/518/34.9%
81.08) 968/1488/520/34.93%
81.09) 969/1490/521/34.96%
81.10) 970/1492/522/34.99%
81.11) 971/1494/523/35.02%
81.12) 972/1497/525/35.05%
82.01) 973/1499/526/35.08%
82.02) 974/1501/527/35.11%
82.03) 975/1503/528/35.14%
82.04) 976/1506/530/35.17%
82.05) 977/1508/531/35.21%
82.06) 978/1510/532/35.24%
82.07) 979/1512/533/35.27%
82.08) 980/1515/535/35.3%
82.09) 981/1517/536/35.33%
82.10) 982/1519/537/35.36%
82.11) 983/1521/538/35.39%
82.12) 984/1524/540/35.42%
83.01) 985/1526/541/35.45%
83.02) 986/1528/542/35.48%
83.03) 987/1530/543/35.51%
83.04) 988/1533/545/35.54%
83.05) 989/1535/546/35.57%
83.06) 990/1537/547/35.6%
83.07) 991/1540/549/35.63%
83.08) 992/1542/550/35.66%
83.09) 993/1544/551/35.69%
83.10) 994/1546/552/35.72%
83.11) 995/1549/554/35.75%
83.12) 996/1551/555/35.78%
84.01) 997/1553/556/35.82%
84.02) 998/1556/558/35.85%
84.03) 999/1558/559/35.88%
84.04) 1000/1560/560/35.91%
84.05) 1001/1563/562/35.94%
84.06) 1002/1565/563/35.97%
84.07) 1003/1567/564/36%
84.08) 1004/1569/565/36.03%
84.09) 1005/1572/567/36.06%
84.10) 1006/1574/568/36.09%
84.11) 1007/1576/569/36.12%
84.12) 1008/1579/571/36.15%
85.01) 1009/1581/572/36.18%
85.02) 1010/1583/573/36.21%
85.03) 1011/1586/575/36.24%
85.04) 1012/1588/576/36.27%
85.05) 1013/1590/577/36.3%
85.06) 1014/1593/579/36.33%
85.07) 1015/1595/580/36.36%
85.08) 1016/1597/581/36.39%
85.09) 1017/1600/583/36.42%
85.10) 1018/1602/584/36.45%
85.11) 1019/1604/585/36.48%
85.12) 1020/1607/587/36.51%
86.01) 1021/1609/588/36.54%
86.02) 1022/1611/589/36.57%
86.03) 1023/1614/591/36.6%
86.04) 1024/1616/592/36.63%
86.05) 1025/1618/593/36.66%
86.06) 1026/1621/595/36.69%
86.07) 1027/1623/596/36.72%
86.08) 1028/1625/597/36.75%
86.09) 1029/1628/599/36.78%
86.10) 1030/1630/600/36.81%
86.11) 1031/1632/601/36.84%
86.12) 1032/1635/603/36.87%
87.01) 1033/1637/604/36.9%
87.02) 1034/1640/606/36.93%
87.03) 1035/1642/607/36.96%
87.04) 1036/1644/608/36.99%
87.05) 1037/1647/610/37.02%
87.06) 1038/1649/611/37.05%
87.07) 1039/1651/612/37.08%
87.08) 1040/1654/614/37.11%
87.09) 1041/1656/615/37.14%
87.10) 1042/1658/616/37.17%
87.11) 1043/1661/618/37.2%
87.12) 1044/1663/619/37.23%
88.01) 1045/1666/621/37.26%
88.02) 1046/1668/622/37.29%
88.03) 1047/1670/623/37.32%
88.04) 1048/1673/625/37.35%
88.05) 1049/1675/626/37.38%
88.06) 1050/1678/628/37.41%
88.07) 1051/1680/629/37.44%
88.08) 1052/1682/630/37.47%
88.09) 1053/1685/632/37.5%
88.10) 1054/1687/633/37.53%
88.11) 1055/1690/635/37.56%
88.12) 1056/1692/636/37.59%
89.01) 1057/1694/637/37.62%
89.02) 1058/1697/639/37.65%
89.03) 1059/1699/640/37.68%
89.04) 1060/1702/642/37.71%
89.05) 1061/1704/643/37.74%
89.06) 1062/1707/645/37.77%
89.07) 1063/1709/646/37.8%
89.08) 1064/1711/647/37.83%
89.09) 1065/1714/649/37.86%
89.10) 1066/1716/650/37.89%
89.11) 1067/1719/652/37.92%
89.12) 1068/1721/653/37.95%
90.01) 1069/1724/655/37.98%
90.02) 1070/1726/656/38%
90.03) 1071/1728/657/38.03%
90.04) 1072/1731/659/38.06%
90.05) 1073/1733/660/38.09%
90.06) 1074/1736/662/38.12%
90.07) 1075/1738/663/38.15%
90.08) 1076/1741/665/38.18%
90.09) 1077/1743/666/38.21%
90.10) 1078/1746/668/38.24%
90.11) 1079/1748/669/38.27%
90.12) 1080/1750/670/38.3%
91.01) 1081/1753/672/38.33%
91.02) 1082/1755/673/38.36%
91.03) 1083/1758/675/38.39%
91.04) 1084/1760/676/38.42%
91.05) 1085/1763/678/38.45%
91.06) 1086/1765/679/38.48%
91.07) 1087/1768/681/38.51%
91.08) 1088/1770/682/38.54%
91.09) 1089/1773/684/38.57%
91.10) 1090/1775/685/38.59%
91.11) 1091/1778/687/38.62%
91.12) 1092/1780/688/38.65%
92.01) 1093/1783/690/38.68%
92.02) 1094/1785/691/38.71%
92.03) 1095/1788/693/38.74%
92.04) 1096/1790/694/38.77%
92.05) 1097/1792/695/38.8%
92.06) 1098/1795/697/38.83%
92.07) 1099/1797/698/38.86%
92.08) 1100/1800/700/38.89%
92.09) 1101/1802/701/38.92%
92.10) 1102/1805/703/38.95%
92.11) 1103/1807/704/38.98%
92.12) 1104/1810/706/39.01%
93.01) 1105/1813/708/39.03%
93.02) 1106/1815/709/39.06%
93.03) 1107/1818/711/39.09%
93.04) 1108/1820/712/39.12%
93.05) 1109/1823/714/39.15%
93.06) 1110/1825/715/39.18%
93.07) 1111/1828/717/39.21%
93.08) 1112/1830/718/39.24%
93.09) 1113/1833/720/39.27%
93.10) 1114/1835/721/39.3%
93.11) 1115/1838/723/39.33%
93.12) 1116/1840/724/39.36%
94.01) 1117/1843/726/39.38%
94.02) 1118/1845/727/39.41%
94.03) 1119/1848/729/39.44%
94.04) 1120/1850/730/39.47%
94.05) 1121/1853/732/39.5%
94.06) 1122/1855/733/39.53%
94.07) 1123/1858/735/39.56%
94.08) 1124/1861/737/39.59%
94.09) 1125/1863/738/39.62%
94.10) 1126/1866/740/39.65%
94.11) 1127/1868/741/39.68%
94.12) 1128/1871/743/39.7%
95.01) 1129/1873/744/39.73%
95.02) 1130/1876/746/39.76%
95.03) 1131/1878/747/39.79%
95.04) 1132/1881/749/39.82%
95.05) 1133/1884/751/39.85%
95.06) 1134/1886/752/39.88%
95.07) 1135/1889/754/39.91%
95.08) 1136/1891/755/39.94%
95.09) 1137/1894/757/39.96%
95.10) 1138/1896/758/39.99%
95.11) 1139/1899/760/40.02%
95.12) 1140/1902/762/40.05%
96.01) 1141/1904/763/40.08%
96.02) 1142/1907/765/40.11%
96.03) 1143/1909/766/40.14%
96.04) 1144/1912/768/40.17%
96.05) 1145/1915/770/40.2%
96.06) 1146/1917/771/40.22%
96.07) 1147/1920/773/40.25%
96.08) 1148/1922/774/40.28%
96.09) 1149/1925/776/40.31%
96.10) 1150/1928/778/40.34%
96.11) 1151/1930/779/40.37%
96.12) 1152/1933/781/40.4%
97.01) 1153/1935/782/40.43%
97.02) 1154/1938/784/40.45%
97.03) 1155/1941/786/40.48%
97.04) 1156/1943/787/40.51%
97.05) 1157/1946/789/40.54%
97.06) 1158/1948/790/40.57%
97.07) 1159/1951/792/40.6%
97.08) 1160/1954/794/40.63%
97.09) 1161/1956/795/40.66%
97.10) 1162/1959/797/40.68%
97.11) 1163/1962/799/40.71%
97.12) 1164/1964/800/40.74%
98.01) 1165/1967/802/40.77%
98.02) 1166/1970/804/40.8%
98.03) 1167/1972/805/40.83%
98.04) 1168/1975/807/40.86%
98.05) 1169/1977/808/40.88%
98.06) 1170/1980/810/40.91%
98.07) 1171/1983/812/40.94%
98.08) 1172/1985/813/40.97%
98.09) 1173/1988/815/41%
98.10) 1174/1991/817/41.03%
98.11) 1175/1993/818/41.05%
98.12) 1176/1996/820/41.08%
99.01) 1177/1999/822/41.11%
99.02) 1178/2001/823/41.14%
99.03) 1179/2004/825/41.17%
99.04) 1180/2007/827/41.2%
99.05) 1181/2009/828/41.23%
99.06) 1182/2012/830/41.25%
99.07) 1183/2015/832/41.28%
99.08) 1184/2017/833/41.31%
99.09) 1185/2020/835/41.34%
99.10) 1186/2023/837/41.37%
99.11) 1187/2025/838/41.4%
99.12) 1188/2028/840/41.42%
100.01) 1189/2031/842/41.45%
100.02) 1190/2034/844/41.48%
100.03) 1191/2036/845/41.51%
100.04) 1192/2039/847/41.54%
100.05) 1193/2042/849/41.57%
100.06) 1194/2044/850/41.59%
100.07) 1195/2047/852/41.62%
100.08) 1196/2050/854/41.65%
100.09) 1197/2052/855/41.68%
100.10) 1198/2055/857/41.71%
100.11) 1199/2058/859/41.74%
100.12) 1200/2061/861/41.76%
101.01) 1201/2063/862/41.79%
101.02) 1202/2066/864/41.82%
101.03) 1203/2069/866/41.85%
101.04) 1204/2071/867/41.88%
101.05) 1205/2074/869/41.9%
101.06) 1206/2077/871/41.93%
101.07) 1207/2080/873/41.96%
101.08) 1208/2082/874/41.99%
101.09) 1209/2085/876/42.02%
101.10) 1210/2088/878/42.05%
101.11) 1211/2091/880/42.07%
101.12) 1212/2093/881/42.1%
102.01) 1213/2096/883/42.13%
102.02) 1214/2099/885/42.16%
102.03) 1215/2102/887/42.19%
102.04) 1216/2104/888/42.21%
102.05) 1217/2107/890/42.24%
102.06) 1218/2110/892/42.27%
102.07) 1219/2113/894/42.3%
102.08) 1220/2115/895/42.33%
102.09) 1221/2118/897/42.35%
102.10) 1222/2121/899/42.38%
102.11) 1223/2124/901/42.41%
102.12) 1224/2126/902/42.44%
103.01) 1225/2129/904/42.47%
103.02) 1226/2132/906/42.49%
103.03) 1227/2135/908/42.52%
103.04) 1228/2138/910/42.55%
103.05) 1229/2140/911/42.58%
103.06) 1230/2143/913/42.61%
103.07) 1231/2146/915/42.63%
103.08) 1232/2149/917/42.66%
103.09) 1233/2151/918/42.69%
103.10) 1234/2154/920/42.72%
103.11) 1235/2157/922/42.75%
103.12) 1236/2160/924/42.77%
104.01) 1237/2163/926/42.8%
104.02) 1238/2165/927/42.83%
104.03) 1239/2168/929/42.86%
104.04) 1240/2171/931/42.88%
104.05) 1241/2174/933/42.91%
104.06) 1242/2177/935/42.94%
104.07) 1243/2179/936/42.97%
104.08) 1244/2182/938/43%
104.09) 1245/2185/940/43.02%
104.10) 1246/2188/942/43.05%
104.11) 1247/2191/944/43.08%
104.12) 1248/2194/946/43.11%
105.01) 1249/2196/947/43.13%
105.02) 1250/2199/949/43.16%
105.03) 1251/2202/951/43.19%
105.04) 1252/2205/953/43.22%
105.05) 1253/2208/955/43.25%
105.06) 1254/2211/957/43.27%
105.07) 1255/2213/958/43.3%
105.08) 1256/2216/960/43.33%
105.09) 1257/2219/962/43.36%
105.10) 1258/2222/964/43.38%
105.11) 1259/2225/966/43.41%
105.12) 1260/2228/968/43.44%
106.01) 1261/2231/970/43.47%
106.02) 1262/2233/971/43.49%
106.03) 1263/2236/973/43.52%
106.04) 1264/2239/975/43.55%
106.05) 1265/2242/977/43.58%
106.06) 1266/2245/979/43.6%
106.07) 1267/2248/981/43.63%
106.08) 1268/2251/983/43.66%
106.09) 1269/2253/984/43.69%
106.10) 1270/2256/986/43.71%
106.11) 1271/2259/988/43.74%
106.12) 1272/2262/990/43.77%
107.01) 1273/2265/992/43.8%
107.02) 1274/2268/994/43.82%
107.03) 1275/2271/996/43.85%
107.04) 1276/2274/998/43.88%
107.05) 1277/2277/1000/43.91%
107.06) 1278/2279/1001/43.93%
107.07) 1279/2282/1003/43.96%
107.08) 1280/2285/1005/43.99%
107.09) 1281/2288/1007/44.02%
107.10) 1282/2291/1009/44.04%
107.11) 1283/2294/1011/44.07%
107.12) 1284/2297/1013/44.1%
108.01) 1285/2300/1015/44.13%
108.02) 1286/2303/1017/44.15%
108.03) 1287/2306/1019/44.18%
108.04) 1288/2309/1021/44.21%
108.05) 1289/2311/1022/44.24%
108.06) 1290/2314/1024/44.26%
108.07) 1291/2317/1026/44.29%
108.08) 1292/2320/1028/44.32%
108.09) 1293/2323/1030/44.34%
108.10) 1294/2326/1032/44.37%
108.11) 1295/2329/1034/44.4%
108.12) 1296/2332/1036/44.43%
109.01) 1297/2335/1038/44.45%
109.02) 1298/2338/1040/44.48%
109.03) 1299/2341/1042/44.51%
109.04) 1300/2344/1044/44.53%
109.05) 1301/2347/1046/44.56%
109.06) 1302/2350/1048/44.59%
109.07) 1303/2353/1050/44.62%
109.08) 1304/2356/1052/44.64%
109.09) 1305/2359/1054/44.67%
109.10) 1306/2362/1056/44.7%
109.11) 1307/2365/1058/44.72%
109.12) 1308/2368/1060/44.75%
110.01) 1309/2370/1061/44.78%
110.02) 1310/2373/1063/44.81%
110.03) 1311/2376/1065/44.83%
110.04) 1312/2379/1067/44.86%
110.05) 1313/2382/1069/44.89%
110.06) 1314/2385/1071/44.91%
110.07) 1315/2388/1073/44.94%
110.08) 1316/2391/1075/44.97%
110.09) 1317/2394/1077/45%
110.10) 1318/2397/1079/45.02%
110.11) 1319/2400/1081/45.05%
110.12) 1320/2403/1083/45.08%
111.01) 1321/2406/1085/45.1%
111.02) 1322/2409/1087/45.13%
111.03) 1323/2412/1089/45.16%
111.04) 1324/2415/1091/45.18%
111.05) 1325/2418/1093/45.21%
111.06) 1326/2421/1095/45.24%
111.07) 1327/2424/1097/45.27%
111.08) 1328/2427/1099/45.29%
111.09) 1329/2430/1101/45.32%
111.10) 1330/2433/1103/45.35%
111.11) 1331/2437/1106/45.37%
111.12) 1332/2440/1108/45.4%
112.01) 1333/2443/1110/45.43%
112.02) 1334/2446/1112/45.45%
112.03) 1335/2449/1114/45.48%
112.04) 1336/2452/1116/45.51%
112.05) 1337/2455/1118/45.53%
112.06) 1338/2458/1120/45.56%
112.07) 1339/2461/1122/45.59%
112.08) 1340/2464/1124/45.61%
112.09) 1341/2467/1126/45.64%
112.10) 1342/2470/1128/45.67%
112.11) 1343/2473/1130/45.69%
112.12) 1344/2476/1132/45.72%
113.01) 1345/2479/1134/45.75%
113.02) 1346/2482/1136/45.77%
113.03) 1347/2485/1138/45.8%
113.04) 1348/2488/1140/45.83%
113.05) 1349/2491/1142/45.85%
113.06) 1350/2495/1145/45.88%
113.07) 1351/2498/1147/45.91%
113.08) 1352/2501/1149/45.93%
113.09) 1353/2504/1151/45.96%
113.10) 1354/2507/1153/45.99%
113.11) 1355/2510/1155/46.01%
113.12) 1356/2513/1157/46.04%
114.01) 1357/2516/1159/46.07%
114.02) 1358/2519/1161/46.09%
114.03) 1359/2522/1163/46.12%
114.04) 1360/2525/1165/46.15%
114.05) 1361/2529/1168/46.17%
114.06) 1362/2532/1170/46.2%
114.07) 1363/2535/1172/46.23%
114.08) 1364/2538/1174/46.25%
114.09) 1365/2541/1176/46.28%
114.10) 1366/2544/1178/46.31%
114.11) 1367/2547/1180/46.33%
114.12) 1368/2550/1182/46.36%
115.01) 1369/2553/1184/46.39%
115.02) 1370/2557/1187/46.41%
115.03) 1371/2560/1189/46.44%
115.04) 1372/2563/1191/46.47%
115.05) 1373/2566/1193/46.49%
115.06) 1374/2569/1195/46.52%
115.07) 1375/2572/1197/46.55%
115.08) 1376/2575/1199/46.57%
115.09) 1377/2579/1202/46.6%
115.10) 1378/2582/1204/46.62%
115.11) 1379/2585/1206/46.65%
115.12) 1380/2588/1208/46.68%
116.01) 1381/2591/1210/46.7%
116.02) 1382/2594/1212/46.73%
116.03) 1383/2597/1214/46.76%
116.04) 1384/2601/1217/46.78%
116.05) 1385/2604/1219/46.81%
116.06) 1386/2607/1221/46.84%
116.07) 1387/2610/1223/46.86%
116.08) 1388/2613/1225/46.89%
116.09) 1389/2617/1228/46.91%
116.10) 1390/2620/1230/46.94%
116.11) 1391/2623/1232/46.97%
116.12) 1392/2626/1234/46.99%
117.01) 1393/2629/1236/47.02%
117.02) 1394/2632/1238/47.05%
117.03) 1395/2636/1241/47.07%
117.04) 1396/2639/1243/47.1%
117.05) 1397/2642/1245/47.12%
117.06) 1398/2645/1247/47.15%
117.07) 1399/2648/1249/47.18%
117.08) 1400/2652/1252/47.2%
117.09) 1401/2655/1254/47.23%
117.10) 1402/2658/1256/47.26%
117.11) 1403/2661/1258/47.28%
117.12) 1404/2665/1261/47.31%
118.01) 1405/2668/1263/47.33%
118.02) 1406/2671/1265/47.36%
118.03) 1407/2674/1267/47.39%
118.04) 1408/2677/1269/47.41%
118.05) 1409/2681/1272/47.44%
118.06) 1410/2684/1274/47.46%
118.07) 1411/2687/1276/47.49%
118.08) 1412/2690/1278/47.52%
118.09) 1413/2694/1281/47.54%
118.10) 1414/2697/1283/47.57%
118.11) 1415/2700/1285/47.59%
118.12) 1416/2703/1287/47.62%
119.01) 1417/2707/1290/47.65%
119.02) 1418/2710/1292/47.67%
119.03) 1419/2713/1294/47.7%
119.04) 1420/2716/1296/47.72%
119.05) 1421/2720/1299/47.75%
119.06) 1422/2723/1301/47.78%
119.07) 1423/2726/1303/47.8%
119.08) 1424/2729/1305/47.83%
119.09) 1425/2733/1308/47.85%
119.10) 1426/2736/1310/47.88%
119.11) 1427/2739/1312/47.91%
119.12) 1428/2743/1315/47.93%
120.01) 1429/2746/1317/47.96%
120.02) 1430/2749/1319/47.98%
120.03) 1431/2752/1321/48.01%
120.04) 1432/2756/1324/48.04%
120.05) 1433/2759/1326/48.06%
120.06) 1434/2762/1328/48.09%
120.07) 1435/2766/1331/48.11%
120.08) 1436/2769/1333/48.14%
120.09) 1437/2772/1335/48.16%
120.10) 1438/2776/1338/48.19%
120.11) 1439/2779/1340/48.22%
120.12) 1440/2782/1342/48.24%
121.01) 1441/2785/1344/48.27%
121.02) 1442/2789/1347/48.29%
121.03) 1443/2792/1349/48.32%
121.04) 1444/2795/1351/48.34%
121.05) 1445/2799/1354/48.37%
121.06) 1446/2802/1356/48.4%
121.07) 1447/2805/1358/48.42%
121.08) 1448/2809/1361/48.45%
121.09) 1449/2812/1363/48.47%
121.10) 1450/2815/1365/48.5%
121.11) 1451/2819/1368/48.52%
121.12) 1452/2822/1370/48.55%
122.01) 1453/2826/1373/48.58%
122.02) 1454/2829/1375/48.6%
122.03) 1455/2832/1377/48.63%
122.04) 1456/2836/1380/48.65%
122.05) 1457/2839/1382/48.68%
122.06) 1458/2842/1384/48.7%
122.07) 1459/2846/1387/48.73%
122.08) 1460/2849/1389/48.75%
122.09) 1461/2852/1391/48.78%
122.10) 1462/2856/1394/48.81%
122.11) 1463/2859/1396/48.83%
122.12) 1464/2863/1399/48.86%
123.01) 1465/2866/1401/48.88%
123.02) 1466/2869/1403/48.91%
123.03) 1467/2873/1406/48.93%
123.04) 1468/2876/1408/48.96%
123.05) 1469/2880/1411/48.98%
123.06) 1470/2883/1413/49.01%
123.07) 1471/2886/1415/49.04%
123.08) 1472/2890/1418/49.06%
123.09) 1473/2893/1420/49.09%
123.10) 1474/2897/1423/49.11%
123.11) 1475/2900/1425/49.14%
123.12) 1476/2903/1427/49.16%
124.01) 1477/2907/1430/49.19%
124.02) 1478/2910/1432/49.21%
124.03) 1479/2914/1435/49.24%
124.04) 1480/2917/1437/49.26%
124.05) 1481/2920/1439/49.29%
124.06) 1482/2924/1442/49.31%
124.07) 1483/2927/1444/49.34%
124.08) 1484/2931/1447/49.37%
124.09) 1485/2934/1449/49.39%
124.10) 1486/2938/1452/49.42%
124.11) 1487/2941/1454/49.44%
124.12) 1488/2945/1457/49.47%
125.01) 1489/2948/1459/49.49%
125.02) 1490/2952/1462/49.52%
125.03) 1491/2955/1464/49.54%
125.04) 1492/2958/1466/49.57%
125.05) 1493/2962/1469/49.59%
125.06) 1494/2965/1471/49.62%
125.07) 1495/2969/1474/49.64%
125.08) 1496/2972/1476/49.67%
125.09) 1497/2976/1479/49.69%
125.10) 1498/2979/1481/49.72%
125.11) 1499/2983/1484/49.74%
125.12) 1500/2986/1486/49.77%
126.01) 1501/2990/1489/49.79%
126.02) 1502/2993/1491/49.82%
126.03) 1503/2997/1494/49.84%
126.04) 1504/3000/1496/49.87%
126.05) 1505/3004/1499/49.9%
126.06) 1506/3007/1501/49.92%
126.07) 1507/3011/1504/49.95%
126.08) 1508/3014/1506/49.97%
126.09) 1509/3018/1509/50%
126.10) 1510/3021/1511/50.02%
126.11) 1511/3025/1514/50.05%
126.12) 1512/3028/1516/50.07%
127.01) 1513/3032/1519/50.1%
127.02) 1514/3035/1521/50.12%
127.03) 1515/3039/1524/50.15%
127.04) 1516/3042/1526/50.17%
127.05) 1517/3046/1529/50.2%
127.06) 1518/3049/1531/50.22%
127.07) 1519/3053/1534/50.25%
127.08) 1520/3057/1537/50.27%
127.09) 1521/3060/1539/50.3%
127.10) 1522/3064/1542/50.32%
127.11) 1523/3067/1544/50.35%
127.12) 1524/3071/1547/50.37%
128.01) 1525/3074/1549/50.4%
128.02) 1526/3078/1552/50.42%
128.03) 1527/3081/1554/50.45%
128.04) 1528/3085/1557/50.47%
128.05) 1529/3089/1560/50.5%
128.06) 1530/3092/1562/50.52%
128.07) 1531/3096/1565/50.54%
128.08) 1532/3099/1567/50.57%
128.09) 1533/3103/1570/50.59%
128.10) 1534/3106/1572/50.62%
128.11) 1535/3110/1575/50.64%
128.12) 1536/3114/1578/50.67%
129.01) 1537/3117/1580/50.69%
129.02) 1538/3121/1583/50.72%
129.03) 1539/3124/1585/50.74%
129.04) 1540/3128/1588/50.77%
129.05) 1541/3132/1591/50.79%
129.06) 1542/3135/1593/50.82%
129.07) 1543/3139/1596/50.84%
129.08) 1544/3143/1599/50.87%
129.09) 1545/3146/1601/50.89%
129.10) 1546/3150/1604/50.92%
129.11) 1547/3153/1606/50.94%
129.12) 1548/3157/1609/50.97%
130.01) 1549/3161/1612/50.99%
130.02) 1550/3164/1614/51.02%
130.03) 1551/3168/1617/51.04%
130.04) 1552/3172/1620/51.06%
130.05) 1553/3175/1622/51.09%
130.06) 1554/3179/1625/51.11%
130.07) 1555/3182/1627/51.14%
130.08) 1556/3186/1630/51.16%
130.09) 1557/3190/1633/51.19%
130.10) 1558/3193/1635/51.21%
130.11) 1559/3197/1638/51.24%
130.12) 1560/3201/1641/51.26%
131.01) 1561/3204/1643/51.29%
131.02) 1562/3208/1646/51.31%
131.03) 1563/3212/1649/51.34%
131.04) 1564/3215/1651/51.36%
131.05) 1565/3219/1654/51.38%
131.06) 1566/3223/1657/51.41%
131.07) 1567/3227/1660/51.43%
131.08) 1568/3230/1662/51.46%
131.09) 1569/3234/1665/51.48%
131.10) 1570/3238/1668/51.51%
131.11) 1571/3241/1670/51.53%
131.12) 1572/3245/1673/51.56%
132.01) 1573/3249/1676/51.58%
132.02) 1574/3252/1678/51.6%
132.03) 1575/3256/1681/51.63%
132.04) 1576/3260/1684/51.65%
132.05) 1577/3264/1687/51.68%
132.06) 1578/3267/1689/51.7%
132.07) 1579/3271/1692/51.73%
132.08) 1580/3275/1695/51.75%
132.09) 1581/3278/1697/51.78%
132.10) 1582/3282/1700/51.8%
132.11) 1583/3286/1703/51.82%
132.12) 1584/3290/1706/51.85%
133.01) 1585/3293/1708/51.87%
133.02) 1586/3297/1711/51.9%
133.03) 1587/3301/1714/51.92%
133.04) 1588/3305/1717/51.95%
133.05) 1589/3308/1719/51.97%
133.06) 1590/3312/1722/51.99%
133.07) 1591/3316/1725/52.02%
133.08) 1592/3320/1728/52.04%
133.09) 1593/3323/1730/52.07%
133.10) 1594/3327/1733/52.09%
133.11) 1595/3331/1736/52.12%
133.12) 1596/3335/1739/52.14%
134.01) 1597/3339/1742/52.16%
134.02) 1598/3342/1744/52.19%
134.03) 1599/3346/1747/52.21%
134.04) 1600/3350/1750/52.24%
134.05) 1601/3354/1753/52.26%
134.06) 1602/3357/1755/52.29%
134.07) 1603/3361/1758/52.31%
134.08) 1604/3365/1761/52.33%
134.09) 1605/3369/1764/52.36%
134.10) 1606/3373/1767/52.38%
134.11) 1607/3376/1769/52.41%
134.12) 1608/3380/1772/52.43%
135.01) 1609/3384/1775/52.45%
135.02) 1610/3388/1778/52.48%
135.03) 1611/3392/1781/52.5%
135.04) 1612/3396/1784/52.53%
135.05) 1613/3399/1786/52.55%
135.06) 1614/3403/1789/52.57%
135.07) 1615/3407/1792/52.6%
135.08) 1616/3411/1795/52.62%
135.09) 1617/3415/1798/52.65%
135.10) 1618/3419/1801/52.67%
135.11) 1619/3422/1803/52.69%
135.12) 1620/3426/1806/52.72%
136.01) 1621/3430/1809/52.74%
